codigo,nome,cod_OMM,inicio_operacao,lat,lon,alt,summer_offset,utc_offset,time_zone_id,time_zone_name
A823,Inácio Martins-A823,86929.0,16/10/2006,-25.567879,-51.077946,1209,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A818,Ivaí-A818,86930.0,12/07/2006,-25.010757,-50.853853,804,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A871,Japira-A871,86902.0,28/02/2008,-23.773341,-50.18057,693,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A821,Joaquim Távora-A821,86903.0,23/11/2006,-23.505266,-49.946387,513,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
B804,Laranjeiras do Sul-B804,,07/08/2016,-25.368944,-52.391944,835,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A820,Marechal Cândido Rondon-A820,86916.0,18/11/2006,-24.533303,-54.019248,392,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A835,Maringá-A835,86899.0,21/11/2006,-23.405357,-51.932828,549,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A873,Morretes-A873,86934.0,13/03/2008,-25.508935,-48.808681,50,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A842,Nova Fátima-A842,86901.0,08/02/2007,-23.415284,-50.577744,664,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A822,Nova Tebas-A822,86919.0,20/12/2006,-24.437346,-51.96302,656,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A850,Paranapoema-A850,86862.0,05/03/2008,-22.658273,-52.134526,309,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A855,Planalto-A855,86926.0,07/11/2007,-25.721863,-53.74792,399,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A874,São Mateus do Sul-A874,86931.0,18/04/2011,-25.835604,-50.368994,780,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A872,Ventania-A872,86920.0,15/04/2011,-24.280394,-50.21015,1093,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A606,Arraial do Cabo-A606,86892.0,22/09/2006,-22.975468,-42.02145,3,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A604,Cambuci-A604,86854.0,20/11/2002,-21.587729,-41.958327,60,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A607,Campos-A607,86855.0,22/09/2006,-21.714767,-41.344017,17,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A620,Campos - São Tomé-A620,86890.0,13/06/2008,-22.041647,-41.051871,7,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A603,Duque de Caxias - Xerém-A603,86877.0,21/10/2002,-22.589806,-43.282233,24,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A608,Macaé-A608,86891.0,22/09/2006,-22.376318,-41.812053,25,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A624,Nova Friburgo-Salinas-A624,86889.0,18/09/2010,-22.334839,-42.676932,1065,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A619,Paraty-A619,86913.0,06/12/2006,-23.22354,-44.726863,3,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A610,Petrópolis - Pico do Couto-A610,86876.0,22/10/2006,-22.464889,-43.291505,1758,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A609,Resende-A609,86874.0,29/09/2006,-22.450924,-44.444786,439,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A626,Rio Claro (Passa Três)-A626,,03/06/2016,-22.65358,-44.040916,516,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A652,Rio de Janeiro - Forte de Copacabana-A652,86887.0,18/05/2007,-22.988286,-43.190436,26,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A602,Rio de Janeiro - Marambaia-A602,86914.0,07/10/2002,-23.050334,-43.595685,9,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A621,Rio de Janeiro - Vila Militar-A621,86879.0,13/04/2007,-22.861322,-43.41141,30,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A667,Saquarema - Sampaio Correia-A667,86885.0,02/08/2015,-22.871321,-42.609219,26,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A601,Seropédica - Ecologia Agrícola-A601,86878.0,07/05/2000,-22.757868,-43.684843,35,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A659,Silva Jardim-A659,86893.0,28/08/2015,-22.645911,-42.415775,19,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A618,Teresópolis - Parque Nacional-A618,86888.0,01/11/2006,-22.448922,-42.987146,991,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A625,Três Rios-A625,,07/06/2016,-22.098391,-43.208574,305,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A611,Valença-A611,86875.0,25/09/2006,-22.358094,-43.695656,367,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A340,Apodi-A340,81835.0,14/11/2007,-5.626559,-37.814991,131,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A316,Caicó-A316,81875.0,07/01/2007,-6.467474,-37.084931,171,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A344,Calcanhar-A344,81838.0,08/05/2008,-5.159925,-35.487616,10,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A317,Macau-A317,81836.0,06/01/2007,-5.151035,-36.573142,17,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A318,Mossoró-A318,81834.0,22/05/2007,-4.904087,-37.366943,29,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A304,Natal-A304,81839.0,24/02/2003,-5.837187,-35.207921,47,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A367,Santa Cruz-A367,81876.0,17/08/2010,-6.227922,-36.026587,227,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A940,Ariquemes-A940,81970.0,18/07/2008,-9.949001,-62.961873,128,0.0,-14400.0,America/Boa_Vista,Amazon Standard Time
A939,Cacoal-A939,86622.0,20/07/2008,-11.445837,-61.434146,184,0.0,-14400.0,America/Boa_Vista,Amazon Standard Time
A925,Porto Velho-A925,81932.0,11/07/2007,-8.793662,-63.845931,87,0.0,-14400.0,America/Boa_Vista,Amazon Standard Time
A938,Vilhena-A938,86642.0,26/08/2008,-12.734862,-60.157784,583,0.0,-14400.0,America/Boa_Vista,Amazon Standard Time
A135,Boa Vista-A135,81615.0,26/08/2010,2.816897,-60.690821,82,0.0,-14400.0,America/Boa_Vista,Amazon Standard Time
A826,Alegrete-A826,86975.0,29/09/2006,-29.709083,-55.525486,121,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A827,Bagé-A827,86992.0,04/01/2007,-31.347801,-54.013292,226,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A840,Bento Gonçalves-A840,86979.0,01/12/2006,-29.164581,-51.534202,623,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A812,Caçapava do Sul-A812,86986.0,22/06/2006,-30.545317,-53.46705,421,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A838,Camaquã-A838,86989.0,12/12/2006,-30.807953,-51.83424,92,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A897,Cambará do Sul-A897,,24/11/2016,-29.049125,-50.149636,1017,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A884,Campo Bom-A884,86991.0,29/11/2013,-29.674293,-51.064042,23,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A879,Canela-A879,86980.0,23/08/2008,-29.368788,-50.827231,831,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A811,Canguçu-A811,86993.0,24/01/2007,-31.403299,-52.700699,447,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A899,Chuí-A899,86998.0,15/03/2008,-33.742297,-53.372218,7,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
A853,Cruz Alta-A853,86962.0,31/05/2007,-28.60344,-53.673597,427,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A881,Dom Pedrito-A881,86985.0,23/04/2010,-30.992475,-54.81527,157,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A828,Erechim-A828,86954.0,25/11/2006,-27.65771,-52.305805,777,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A854,Frederico Westphalen-A854,86951.0,13/12/2007,-27.395686,-53.429421,489,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A883,Ibirubá-A883,86974.0,13/12/2012,-28.653458,-53.111881,455,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A836,Jaguarão-A836,86996.0,09/01/2007,-32.534825,-53.37586,31,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A844,Lagoa Vemelha-A844,86965.0,02/03/2007,-28.222381,-51.512845,834,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A878,Mostardas-A878,86994.0,12/03/2008,-31.248279,-50.906279,4,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A856,Palmeira das Missões-A856,86953.0,27/02/2008,-27.920379,-53.318049,614,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A839,Passo Fundo-A839,86963.0,27/11/2006,-28.226805,-52.403582,681,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A801,Porto Alegre-A801,86988.0,18/09/2000,-30.053536,-51.174766,41,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A831,Quaraí-A831,86982.0,17/10/2007,-30.368578,-56.437115,113,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A802,Rio Grande-A802,86995.0,06/09/2001,-32.07878,-52.167738,5,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A813,Rio Pardo-A813,86978.0,01/10/2006,-29.872113,-52.38198,107,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A803,Santa Maria-A803,86977.0,03/09/2001,-29.72496,-53.720469,103,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A804,Santana do Livramento-A804,86983.0,21/11/2001,-30.842449,-55.613089,328,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
A810,Santa Rosa-A810,86950.0,15/11/2006,-27.890463,-54.480014,273,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A833,Santiago-A833,86976.0,05/02/2009,-29.191599,-54.885653,390,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A805,Santo Augusto-A805,86952.0,05/12/2001,-27.854345,-53.791179,490,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A830,São Borja-A830,86960.0,21/07/2007,-28.650092,-56.016291,81,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A832,São Gabriel-A832,86984.0,12/10/2007,-30.341438,-54.310909,115,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A829,São José dos Ausentes-A829,86967.0,26/10/2006,-28.748615,-50.057869,1229,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A852,São Luiz Gonzaga-A852,86961.0,25/07/2007,-28.417113,-54.962403,246,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A889,São Vicente do Sul-A889,,06/04/2016,-29.702111,-54.694319,134,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A894,Serafina Corrêa-A894,,06/04/2016,-28.704806,-51.870751,545,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A837,Soledade-A837,86964.0,27/02/2008,-28.859211,-52.542387,660,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A882,Teutônia-A882,86987.0,04/10/2012,-29.450334,-51.824283,80,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A808,Torres-A808,86981.0,01/06/2006,-29.350359,-49.733263,8,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A834,Tramandaí-A834,86990.0,09/03/2008,-30.010268,-50.135887,5,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A886,Tupanciretã-A886,,11/08/2016,-29.0893814,-53.82665025,462,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A809,Uruguaiana-A809,86973.0,25/09/2006,-29.83987,-57.081899,74,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A880,Vacaria-A880,86966.0,26/04/2008,-28.513602,-50.882738,970,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A867,Araranguá-A867,86971.0,28/09/2008,-28.931353,-49.49792,2,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A859,Caçador-A859,86943.0,19/03/2008,-26.819156,-50.98552,944,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A860,Curitibanos-A860,86956.0,03/03/2008,-27.288624,-50.604283,978,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A848,Dionísio Cerqueira-A848,86936.0,31/05/2008,-26.286562,-53.633114,808,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A806,Florianópolis-São José-A806,86958.0,22/01/2003,-27.60253,-48.620096,5,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A817,Indaial-A817,86946.0,02/07/2006,-26.913704,-49.267978,72,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A868,Itajaí-A868,86948.0,24/06/2010,-26.950924,-48.762031,10,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A851,Itapoá-A851,86947.0,06/06/2007,-26.081303,-48.641774,6,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A863,Ituporanga-A863,86957.0,05/03/2008,-27.41841,-49.646874,480,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A841,Joaçaba-A841,86955.0,19/09/2007,-27.169268,-51.558963,768,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A865,Lages-A865,86932.0,06/11/2014,-27.802228,-50.335457,953,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A864,Major Vieira-A864,86942.0,09/02/2009,-26.393664,-50.363211,800,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A845,Morro da Igreja (Bom Jardim da Serra)-A845,86968.0,18/06/2007,-28.126992,-49.47961,1790,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A816,Novo Horizonte-A816,86938.0,20/09/2008,-26.406499,-52.850366,944,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A870,Rancho Queimado-A870,86959.0,01/06/2016,-27.678507,-49.042027,881,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A861,Rio do Campo-A861,86944.0,06/03/2008,-26.937526,-50.145445,592,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A862,Rio Negrinho-A862,86945.0,22/03/2008,-26.248411,-49.580624,857,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A866,Santa Marta (Farol)-A866,86972.0,31/05/2008,-28.604414,-48.813313,34,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A815,São Joaquim-A815,86969.0,12/04/2008,-28.27564,-49.934617,1400,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A857,São Miguel do Oeste-A857,86937.0,12/03/2008,-26.776699,-53.504541,655,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A814,Urussanga-A814,86970.0,28/05/2008,-28.532557,-49.315205,41,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A858,Xanxerê-A858,86940.0,15/03/2008,-26.938666,-52.39809,879,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A409,Aracaju-A409,86616.0,12/02/2003,-10.952413,-37.05433,4,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A421,Brejo Grande-A421,86618.0,17/07/2008,-10.473959,-36.482051,6,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A420,Carira-A420,86615.0,28/03/2008,-10.399719,-37.747503,290,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A451,ITABAIANA-A451,,24/04/2017,-10.671751,-37.471501,0,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A417,Itabaianinha-A417,86638.0,23/05/2007,-11.2725,-37795,205,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A453,Nossa Senhora da Glória-A453,,24/03/2017,-10.207778,-37.431889,271,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A419,Poço Verde-A419,86614.0,03/04/2008,-10.73802,-38.108389,367,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A736,Ariranha-A736,86841.0,15/11/2007,-21.132937,-48.840426,525,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A725,Avaré-A725,86904.0,22/09/2006,-23.101749,-48.940997,776,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A741,Barra Bonita-A741,86867.0,28/04/2008,-22.471205,-48.557573,534,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A746,Barra do Turvo-A746,86922.0,04/07/2008,-24.962819,-48.416379,660,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A748,Barretos-A748,86816.0,19/06/2010,-20.559175,-48.544997,534,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A755,Baruerí-A755,86908.0,23/03/2011,-23.52389,-46.86945,777,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A705,Bauru-A705,86865.0,30/08/2001,-22.358052,-49.028877,636,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A764,Bebedouro-A764,,27/11/2016,-20.949197,-48.489944,790,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A765,Bertioga-A765,,01/02/2017,-23.844678,-46.143376,5,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A706,Campos do Jordão-A706,86872.0,14/03/2002,-22.750231,-45.603836,1663,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A738,Casa Branca-A738,86844.0,28/06/2007,-21.78056,-47.07528,734,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A762,Dracena-A762,,03/11/2016,-21.457699,-51.552254,720,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A708,Franca-A708,86818.0,10/12/2002,-20.584475,-47.382549,1003,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A737,Ibitinga-A737,86843.0,09/11/2007,-21.855567,-48.799717,497,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A712,Iguape-A712,86923.0,19/07/2006,-24.671654,-47.545896,3,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A714,Itapeva-A714,86905.0,25/07/2006,-23.981918,-48.885818,743,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A739,Itapira-A739,86869.0,13/11/2007,-22.415062,-46.805292,635,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A753,Ituverava-A753,86817.0,17/07/2008,-20.35976,-47.77522,611,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A733,Jales-A733,86814.0,23/08/2007,-20.165025,-50.595134,460,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A735,José Bonifácio-A735,86839.0,04/09/2007,-21.085675,-49.920388,408,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A727,Lins-A727,86840.0,20/09/2006,-21.666045,-49.734854,461,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A763,Marília-A763,,13/05/2017,-22.235222,-49.965111,660,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A716,Ourinhos-A716,86866.0,30/08/2006,-22.949,-49.894546,443,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A726,Piracicaba-A726,86868.0,26/09/2006,-22.703132,-47.623317,566,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A747,Pradópolis-A747,86842.0,20/04/2008,-21.338432,-48.114007,540,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A707,Presidente Prudente-A707,86863.0,03/02/2003,-22.119867,-51.408637,432,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A718,Rancharia-A718,86864.0,02/09/2006,-22.372832,-50.97471,399,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A766,Registro-A766,,09/02/2017,-24.533139,-47.864139,35,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A711,São Carlos-A711,86845.0,05/09/2006,-21.980353,-47.883927,859,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A740,São Luis do Paraitinga-A740,86912.0,01/11/2007,-23.228362,-45.417055,862,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A715,São Miguel Arcanjo-A715,86906.0,16/08/2006,-23.852022,-48.164817,676,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A701,São Paulo (Mirante de Santana)-A701,86910.0,25/07/2006,-23.496294,-46.620088,786,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A713,Sorocaba-A713,86907.0,21/08/2006,-23.426035,-47.585552,609,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A728,Taubaté-A728,86911.0,20/12/2006,-23.041668,-45.520841,582,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A768,Tupã-A768,,12/05/2017,-21.927251,-50.490251,498,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A734,Valparaiso-A734,86838.0,28/08/2007,-21.319138,-50.930158,382,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A729,Votuporanga-A729,86815.0,07/12/2006,-20.403221,-49.966031,510,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A053,Almas-A053,86627.0,01/04/2016,-11.284098,-47.212125,503,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A054,Araguaçu-A054,86648.0,19/08/2015,-12.592213,-49.528738,231,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A021,Araguaina-A021,81900.0,26/01/2007,-7.103954,-48.201231,231,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A044,Araguatins-A044,81821.0,12/03/2009,-5.643725,-48.111839,131,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A043,Campos Lindos-A043,81902.0,29/10/2012,-8.154665,-46.639323,427,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A049,Colinas do Tocantins-A049,81939.0,12/11/2016,-8.092708,-48.478605,200,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A038,Dianópolis-A038,86632.0,30/08/2008,-11.594448,-46.847209,728,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A039,Formoso do Araguaia-A039,86629.0,27/04/2008,-11.887377,-49.608215,215,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A019,Gurupi-A019,86630.0,20/12/2006,-11.745782,-49.049703,279,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A055,Lagoa da Confusão-A055,86602.0,15/11/2016,-10.828286,-49.847882,178,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A041,Marianópolis do Tocantins-A041,81983.0,24/11/2012,-9.576389,-49.72333,187,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A040,Mateiros-A040,86608.0,25/10/2012,-10.434441,-45.921941,791,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A009,Palmas-A009,86607.0,17/12/2004,-10.190744,-48.301811,292,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A010,Paranã-A010,86650.0,04/03/2005,-12.614893,-47.871917,285,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A020,Pedro Afonso-A020,81941.0,23/01/2007,-8.968677,-48.177259,190,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A018,Peixe-A018,86649.0,01/12/2006,-12.015377,-48.544517,251,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A051,Pium-A051,86603.0,06/04/2016,-10.476944,-49.629475,161,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A050,Rio Sono-A050,81981.0,03/08/2016,-9.793363,-47.132732,291,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A048,Santa Fé do Araguaia-A048,81898.0,30/07/2016,-7.124191,-48.781267,171,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A052,Santa Rosa do Tocantins-A052,86631.0,14/08/2015,-11.429018,-48.184889,306,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
U560,Colonia-U560,86560.0,14/10/2014,-34.451,-57.7675,22,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
U460,Paso de los Toros-U460,,25/05/2016,-32.7989694,-56.5290528,75,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
U565,Rocha-U565,86565.0,07/10/2014,-34.4936,-54.3124,18,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
U360,Salto-U360,,19/02/2016,-31.438889,-57.980833,41,0.0,-10800.0,America/Montevideo,Uruguay Standard Time
